#,Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Year
1135,Tye Fagan,UGA,26,22.2,4.0,6.9,0.5870000000000001,0.4,1.4,0.27,0.8,1.4,0.556,1.5,1.2,1.5,2.8,4.3,1.1,0.5,0.3,9.2,2021
1136,Josh Anderson,WKU,27,28.1,3.0,6.6,0.453,0.7,2.1,0.333,2.5,3.0,0.8290000000000001,1.8,2.2,0.7,3.2,3.9,1.1,1.8,0.5,9.2,2021
1137,Isaih Moore,STJ,25,17.2,3.7,6.4,0.575,0.3,1.0,0.269,1.6,2.0,0.765,0.9,2.5,1.8,3.1,4.8,0.8,0.5,0.7,9.2,2021
1138,Jalen Cone,VT,15,19.9,3.0,8.4,0.35700000000000004,2.5,7.1,0.349,0.7,0.9,0.846,0.8,1.0,0.1,0.9,1.1,0.9,0.4,0.1,9.2,2021
1139,Jarius Cook,NDSU,26,27.8,3.1,8.0,0.386,1.4,4.3,0.324,1.7,2.0,0.843,1.2,2.2,0.2,2.7,2.9,0.9,0.4,0.2,9.2,2021
1140,Tahj Small,TSU,17,21.6,3.5,6.6,0.522,0.9,2.1,0.457,1.3,1.6,0.7859999999999999,1.4,2.6,1.5,4.4,5.8,1.6,1.2,0.2,9.2,2021
1141,Hasahn French,SLU,19,25.2,4.2,7.9,0.5329999999999999,0.0,0.0,0.0,0.7,2.3,0.326,1.6,2.6,2.4,4.9,7.4,2.4,0.7,1.4,9.2,2021
1142,Evan Gilyard,NMSU,19,28.4,2.8,7.6,0.368,1.5,4.5,0.341,2.1,2.7,0.75,1.4,2.1,0.4,1.5,1.9,2.8,1.1,0.0,9.2,2021
1143,Andrew Nembhard,GU,32,29.9,3.4,7.1,0.48,1.0,3.1,0.32299999999999995,1.3,1.8,0.754,1.2,1.8,0.2,2.2,2.4,4.4,1.1,0.1,9.2,2021
1144,Race Thompson,IU,27,28.1,3.2,6.3,0.515,0.1,0.6,0.2,2.6,4.2,0.614,1.1,2.3,2.0,4.2,6.2,1.4,1.0,1.3,9.1,2021
1145,Caleb Grill,UNLV,27,33.2,3.2,8.0,0.396,2.0,6.0,0.342,0.7,1.1,0.645,1.4,2.0,0.3,3.0,3.2,2.3,1.4,0.1,9.1,2021
1146,Giovanni Santiago,KSU,23,33.7,3.0,7.2,0.412,2.2,5.0,0.447,1.0,1.1,0.92,1.8,2.1,0.3,2.6,2.9,4.1,1.2,0.1,9.1,2021
1147,Demetric Horton,IPFW,23,21.9,3.4,7.7,0.441,1.7,4.7,0.3670000000000001,0.6,0.8,0.737,2.0,1.6,0.3,2.6,2.9,1.7,1.3,0.3,9.1,2021
1148,Myles Smith,TAMU-CC,23,28.7,3.3,9.0,0.365,1.3,4.3,0.31,1.2,1.4,0.8440000000000001,2.6,2.9,0.5,3.8,4.3,2.6,1.3,0.1,9.1,2021
1149,Isaac Likekele,OSU,24,33.8,3.4,7.0,0.482,0.3,0.8,0.444,2.0,3.6,0.57,2.3,2.2,1.9,4.7,6.6,3.6,1.1,0.2,9.1,2021
1150,Balsa Koprivica,FSU,24,19.5,3.7,6.1,0.599,0.0,0.0,1.0,1.8,2.5,0.6890000000000001,1.3,2.6,2.1,3.5,5.6,0.8,0.3,1.4,9.1,2021
1151,Steffon Mitchell,BC,16,32.6,3.1,6.6,0.462,0.9,3.2,0.294,2.1,3.2,0.635,1.3,2.2,2.0,5.2,7.2,1.5,1.4,1.0,9.1,2021
1152,Nick Robinson,VAL,8,24.5,3.0,6.2,0.48,0.9,2.4,0.368,2.2,2.8,0.818,1.8,2.6,0.8,2.9,3.6,2.0,1.5,0.5,9.1,2021
1153,Antwan Walker,URI,25,22.4,3.8,6.5,0.586,0.3,1.2,0.258,1.2,1.7,0.698,1.6,2.4,1.6,4.8,6.5,1.1,0.5,0.7,9.1,2021
1154,DaJuan Gordon,KSU,25,28.5,3.2,8.6,0.375,0.7,3.3,0.217,1.9,2.5,0.762,2.4,2.5,1.4,4.1,5.5,1.4,1.2,0.0,9.1,2021
1155,Umoja Gibson,OU,27,27.0,3.1,7.8,0.393,2.1,5.2,0.411,0.8,1.1,0.733,0.7,1.3,0.6,2.5,3.1,1.2,1.2,0.0,9.1,2021
1156,Adam Thistlewood,CSU,28,29.5,2.9,6.7,0.433,1.8,5.0,0.364,1.5,1.8,0.857,0.7,2.1,0.5,3.2,3.6,0.9,0.6,0.6,9.1,2021
1157,Adam Flagler,BU,28,22.8,3.0,6.6,0.454,1.6,3.8,0.434,1.5,1.7,0.872,0.8,1.5,0.9,1.4,2.3,1.4,0.9,0.0,9.1,2021
1158,David DeJulius,UC,19,29.5,3.3,9.2,0.36,0.8,4.2,0.203,1.6,2.1,0.775,1.7,1.7,0.3,4.2,4.5,4.2,0.8,0.1,9.1,2021
1159,Justin Amadi,JMU,20,23.7,3.6,5.3,0.6890000000000001,0.1,0.1,1.0,1.6,2.9,0.579,0.8,2.4,1.9,3.1,5.0,0.6,0.9,0.4,9.1,2021
1160,Andre Curbelo,U of I,31,21.5,3.5,7.1,0.498,0.2,1.0,0.161,1.9,2.6,0.728,2.6,2.7,0.5,3.5,4.0,4.2,0.9,0.1,9.1,2021
1161,Reggie Gee,APSU,22,23.0,2.9,7.3,0.398,1.2,3.5,0.35100000000000003,2.0,2.6,0.7759999999999999,1.3,1.7,0.5,2.3,2.8,0.6,0.5,0.2,9.1,2021
1162,Nevin Zink,USCU,23,26.3,3.3,5.4,0.605,0.0,0.0,0.0,2.6,3.8,0.6779999999999999,1.9,3.0,2.1,3.4,5.6,0.5,0.6,0.7,9.1,2021
1163,D.J. Davis,UCI,25,20.3,3.0,7.7,0.394,1.0,3.5,0.287,2.0,2.5,0.8059999999999999,1.5,1.5,0.3,0.9,1.2,2.0,0.8,0.0,9.1,2021
1164,Nick Caldwell,SELU,26,21.4,3.4,7.2,0.476,0.6,2.0,0.314,1.6,2.2,0.737,1.4,2.4,2.2,3.2,5.4,0.7,1.0,0.6,9.1,2021
1165,Rollie Worster,USU,26,27.6,3.3,8.2,0.406,0.9,3.1,0.284,1.6,2.0,0.804,2.5,2.2,0.8,3.0,3.8,3.5,0.9,0.2,9.1,2021
1166,Jordan Henderson,CAN,13,28.5,3.1,8.2,0.377,1.6,3.9,0.412,1.3,1.8,0.7390000000000001,1.6,2.2,0.8,3.2,4.0,1.8,0.4,0.2,9.1,2021
1167,Keegan Records,CU,16,22.8,3.9,6.5,0.606,0.0,0.0,0.0,1.2,2.5,0.475,0.9,2.4,2.4,4.6,7.0,1.2,0.3,1.1,9.1,2021
1168,Charles Thompson,TU,18,28.5,3.7,6.7,0.55,0.0,0.0,0.0,1.7,2.7,0.6459999999999999,1.3,2.8,2.7,3.7,6.4,0.6,0.9,1.6,9.1,2021
1169,Laquan Butler,UTRGV,18,18.6,3.5,8.6,0.409,1.4,4.7,0.306,0.6,1.1,0.55,1.8,2.0,0.6,1.1,1.7,1.4,1.0,0.1,9.1,2021
1170,"L.J. Owens, Jr.",UMBC,19,30.8,3.2,7.5,0.42,1.8,4.5,0.395,0.9,1.4,0.6920000000000001,1.0,1.8,0.3,2.6,2.8,0.7,0.9,0.1,9.1,2021
1171,Jairus Roberson,NSU,19,21.5,2.8,9.2,0.305,2.3,7.3,0.312,1.2,1.6,0.742,1.0,1.8,0.3,1.4,1.7,1.0,0.5,0.2,9.1,2021
1172,Jared Chatham,UCA,24,25.2,3.7,8.0,0.456,0.2,0.9,0.182,1.5,2.0,0.787,2.1,2.0,2.0,4.9,6.9,0.7,0.5,0.6,9.0,2021
1173,Tre Williams,ISU,25,30.5,3.7,6.9,0.532,0.1,0.4,0.3,1.6,3.0,0.52,2.0,3.0,2.0,4.0,6.0,0.8,0.8,1.5,9.0,2021
1174,Mike Smith,UM,28,31.6,3.1,7.5,0.412,1.2,2.8,0.418,1.6,2.1,0.7929999999999999,2.1,1.5,0.4,2.3,2.8,5.3,0.5,0.0,9.0,2021
1175,Tevin Brewer,FIU,26,28.9,3.1,7.9,0.393,1.9,4.9,0.383,0.9,1.2,0.767,1.9,2.2,0.5,1.7,2.2,4.2,1.0,0.0,9.0,2021
1176,Sean East II,BU,24,28.0,3.6,8.5,0.424,0.9,2.6,0.349,0.8,1.0,0.833,1.6,1.9,0.7,2.5,3.2,3.7,1.0,0.1,9.0,2021
1177,Shamar Wright,SIUE,26,28.1,3.4,8.1,0.424,1.0,3.2,0.301,1.2,2.0,0.585,1.8,3.3,1.6,3.0,4.6,1.5,1.0,0.8,9.0,2021
1178,Al-Amir Dawes,CLEM,24,25.5,3.1,7.4,0.421,1.8,4.5,0.394,1.0,1.3,0.742,1.6,1.1,0.4,1.7,2.0,1.9,0.9,0.2,9.0,2021
1179,Zane Meeks,UNR,18,22.3,3.1,6.5,0.47,1.1,2.9,0.358,1.8,2.4,0.767,1.6,2.2,1.7,4.2,5.9,0.7,0.4,0.2,9.0,2021
1180,Alex Rivera,LIU,18,28.4,3.1,7.6,0.401,1.7,5.0,0.333,1.2,1.7,0.733,1.2,2.7,1.1,2.0,3.1,1.8,0.6,0.3,9.0,2021
1181,Bryson Mozone,USCU,20,26.4,3.0,8.1,0.364,2.1,5.5,0.387,0.9,1.3,0.731,1.3,2.2,0.7,3.0,3.6,0.7,0.6,0.6,9.0,2021
1182,Dontrell McQuarter,RU,18,29.9,3.6,9.6,0.378,0.1,0.6,0.091,1.7,2.4,0.721,1.9,2.9,1.7,3.5,5.2,1.5,0.8,0.3,9.0,2021
1183,Anthony Thomas,UTM,22,24.1,3.4,9.0,0.377,1.0,3.4,0.307,1.1,1.5,0.758,1.5,1.9,0.9,1.9,2.8,0.7,0.7,0.3,9.0,2021
1184,Christian Carlyle,SCU,18,30.9,3.3,7.4,0.44,0.3,1.3,0.208,2.2,3.2,0.684,1.9,2.3,0.5,1.8,2.3,2.1,0.5,0.2,9.0,2021
1185,D.J. Heath,ASU,18,29.6,3.4,8.8,0.386,0.9,3.3,0.271,1.3,2.1,0.632,3.2,2.1,0.4,2.2,2.6,2.5,1.3,0.1,9.0,2021
1186,"Latrell Wrightsell, Jr.",CSUF,11,24.5,2.5,6.5,0.375,0.9,2.5,0.35700000000000004,3.2,3.4,0.946,2.0,1.8,0.2,1.6,1.8,2.0,1.4,0.0,9.0,2021
1187,Rasheed Browne,TAMU-CC,6,30.7,2.5,5.7,0.441,0.8,2.0,0.417,3.2,3.7,0.8640000000000001,3.2,2.0,1.2,3.8,5.0,2.3,1.0,0.2,9.0,2021
1188,Sincere Carry,DUQ,5,30.2,2.8,7.6,0.368,1.0,3.0,0.333,2.4,4.6,0.522,3.6,1.6,1.4,3.4,4.8,4.2,1.6,0.0,9.0,2021
1189,Darryl Morsell,UMD,30,29.5,3.6,7.4,0.486,0.5,1.8,0.255,1.3,2.1,0.609,2.0,2.2,0.6,3.4,4.0,2.8,0.9,0.6,9.0,2021
1190,Blake Preston,LIB,29,17.8,3.4,5.6,0.613,0.0,0.1,0.0,2.1,3.1,0.674,1.0,1.8,2.0,4.3,6.4,1.3,0.6,0.4,9.0,2021
1191,Matthew-Alexander Moncreiffe,OSU,28,21.8,3.6,7.1,0.513,0.0,0.0,0.0,1.7,3.1,0.547,1.5,2.4,2.4,2.9,5.3,0.7,0.6,0.4,9.0,2021
1192,Jordan Bell,PAC,18,25.7,3.6,7.9,0.455,1.1,3.2,0.333,0.7,1.2,0.5710000000000001,0.8,2.9,1.5,5.4,6.9,0.9,1.2,0.9,8.9,2021
1193,Maxwell Land,SFU,17,30.0,3.4,7.2,0.467,1.4,3.3,0.411,0.9,1.2,0.7140000000000001,2.1,1.9,0.6,3.6,4.2,0.9,0.6,0.4,8.9,2021
1194,Efe Abogidi,WSU,27,24.3,3.1,6.3,0.491,0.6,2.0,0.273,2.2,2.7,0.8109999999999999,1.7,2.8,2.3,4.9,7.2,0.4,0.7,1.3,8.9,2021
1195,Devan Cambridge,AU,27,25.3,3.2,8.5,0.376,1.5,5.3,0.287,1.0,1.8,0.583,1.4,1.7,1.0,2.6,3.6,0.7,0.9,0.6,8.9,2021
1196,Xavier Fuller,USD,25,27.9,3.1,6.2,0.5,0.8,2.2,0.364,2.0,2.2,0.8909999999999999,0.6,2.3,0.9,4.0,4.9,0.9,0.8,0.4,8.9,2021
1197,Harrison Butler,SUU,24,22.8,3.2,7.0,0.456,0.6,2.3,0.268,1.9,2.5,0.738,1.6,2.3,1.0,3.8,4.8,1.2,0.8,0.2,8.9,2021
1198,Kvonn Cramer,HOF,23,27.3,3.8,6.6,0.5760000000000001,0.4,1.8,0.238,0.9,2.1,0.429,1.3,2.7,2.7,4.0,6.7,0.7,1.0,0.8,8.9,2021
1199,Austin Trice,ODU,23,19.7,3.7,7.1,0.521,0.0,0.0,0.0,1.5,3.2,0.473,1.2,1.3,2.5,3.8,6.3,0.6,0.7,0.7,8.9,2021
1200,Ithiel Horton,PITT,22,26.8,3.3,8.6,0.381,2.0,5.3,0.371,0.4,0.5,0.75,1.1,1.5,0.4,2.0,2.3,1.6,0.5,0.1,8.9,2021
1201,Justyn Hamilton,KSU,21,25.6,3.9,7.6,0.516,0.0,0.6,0.083,1.0,1.7,0.611,1.2,2.3,2.8,4.0,6.8,1.0,0.5,0.9,8.9,2021
1202,Sammy Friday IV,EIU,21,17.6,3.6,6.0,0.6,0.0,0.0,0.0,1.8,3.0,0.597,1.1,1.9,2.1,2.5,4.6,0.4,0.3,0.4,8.9,2021
1203,Mikael Jantunen,U of U,20,28.1,3.5,5.8,0.6,0.5,1.4,0.37,1.5,1.8,0.857,1.3,2.9,1.3,3.2,4.5,1.4,0.7,0.1,8.9,2021
1204,Darius Burford,ELON,19,23.8,3.6,7.5,0.479,0.7,2.1,0.359,1.0,1.3,0.76,0.7,1.5,0.6,2.7,3.3,1.3,1.4,0.1,8.9,2021
1205,San Antonio Brinson,NJIT,19,26.4,3.4,8.3,0.414,0.8,2.1,0.375,1.3,2.2,0.5710000000000001,1.7,3.1,1.2,2.7,3.9,1.0,0.7,0.1,8.9,2021
1206,Cheikh Mbacke Diong,UNLV,27,28.1,3.9,6.4,0.607,0.0,0.0,0.0,1.1,2.0,0.556,1.4,2.5,2.8,4.6,7.4,0.7,1.2,1.0,8.9,2021
1207,Carlos Paez,APSU,27,31.7,2.9,6.7,0.431,1.3,3.1,0.412,1.8,2.0,0.8909999999999999,2.4,2.1,0.6,2.1,2.6,4.2,0.9,0.0,8.9,2021
1208,Mykel Derring,MC,18,30.0,3.1,7.7,0.406,2.2,6.1,0.364,0.4,0.5,0.889,0.9,1.4,0.5,1.3,1.8,0.8,0.9,0.1,8.9,2021
1209,Grant Anticevich,Cal,25,29.4,3.4,8.2,0.408,1.2,3.3,0.366,1.0,1.1,0.857,1.6,2.3,0.8,3.8,4.5,1.8,0.5,0.4,8.9,2021
1210,Oddyst Walker,ASU,16,25.4,2.8,7.7,0.366,1.4,3.9,0.355,1.9,2.6,0.7140000000000001,1.4,2.6,1.4,1.6,3.1,0.5,1.6,0.1,8.9,2021
1211,Josh Hall,CSUF,15,28.7,3.6,8.3,0.435,0.2,1.1,0.188,1.5,2.3,0.629,2.1,3.0,1.6,6.2,7.8,2.4,1.6,0.3,8.9,2021
1212,Flynn Cameron,UCR,22,27.4,3.1,7.3,0.431,1.5,4.2,0.366,1.0,1.4,0.742,1.8,2.6,1.2,4.2,5.4,2.1,0.9,0.3,8.9,2021
1213,Brandon Johnson,U of M,28,25.8,2.9,6.4,0.461,0.5,2.0,0.255,2.5,3.5,0.7140000000000001,0.7,2.5,2.1,4.1,6.3,0.7,0.8,0.7,8.9,2021
1214,D.J. Jones,FAMU,20,25.7,3.9,7.3,0.534,0.0,0.1,0.0,1.1,1.6,0.6559999999999999,1.8,2.6,1.9,3.6,5.5,1.5,0.6,1.6,8.8,2021
1215,Kevin Samuel,TCU,26,25.2,3.8,6.2,0.625,0.0,0.0,0.0,1.2,3.0,0.385,1.3,2.2,3.1,4.8,7.8,0.7,1.0,1.7,8.8,2021
1216,Kai Jones,UT,26,22.9,3.2,5.5,0.58,0.5,1.3,0.382,2.0,2.8,0.6890000000000001,1.4,2.7,2.0,2.9,4.8,0.6,0.8,0.9,8.8,2021
1217,Dontay Bassett,WSU,19,19.9,2.7,6.2,0.444,0.6,1.9,0.324,2.7,3.2,0.867,1.1,2.2,1.1,3.0,4.1,0.8,0.4,0.9,8.8,2021
1218,Jhamir Brickus,LU,25,27.3,3.4,6.8,0.4970000000000001,1.0,2.9,0.329,1.1,1.4,0.794,2.2,1.7,0.4,1.5,2.0,3.4,1.8,0.1,8.8,2021
1219,Lucas Williamson,L-IL,31,28.1,3.0,6.9,0.435,1.5,4.1,0.359,1.4,1.7,0.778,1.2,2.1,0.6,3.3,3.9,2.1,1.4,0.2,8.8,2021
1220,Walter Ellis,BU,12,27.7,2.9,6.8,0.4270000000000001,1.7,4.3,0.385,1.3,1.6,0.8420000000000001,1.6,2.4,0.3,3.5,3.8,1.7,1.2,0.7,8.8,2021
1221,Savion Flagg,TAMU,17,26.2,3.1,7.8,0.402,1.2,4.2,0.29600000000000004,1.4,1.9,0.7190000000000001,1.6,1.2,1.9,2.6,4.5,2.3,0.7,0.4,8.8,2021
1222,Ethan Chargois,SMU,17,24.1,3.0,8.1,0.3720000000000001,1.1,3.5,0.317,1.7,2.6,0.659,2.1,2.1,1.3,4.1,5.4,2.5,0.9,0.4,8.8,2021
1223,Ian Krishnan,CCSU,17,24.6,2.8,7.7,0.366,1.5,4.8,0.305,1.7,2.3,0.7440000000000001,1.2,2.1,0.2,1.8,1.9,1.0,0.5,0.1,8.8,2021
1224,Maleeck Harden-Hayes,NDSU,22,25.4,3.0,5.7,0.516,0.8,2.2,0.375,2.1,2.8,0.754,1.4,1.9,1.7,3.5,5.2,0.6,0.2,0.1,8.8,2021
1225,Lewis Djonkam,RU,27,24.5,3.6,5.7,0.627,0.0,0.0,0.0,1.7,2.9,0.5820000000000001,1.0,2.1,2.3,2.5,4.7,0.6,0.6,0.7,8.8,2021
1226,Brock Miller,USU,27,28.2,3.1,8.0,0.384,2.1,5.8,0.365,0.6,0.8,0.7140000000000001,0.7,1.5,0.3,1.4,1.8,0.9,0.5,0.0,8.8,2021
1227,Nik Mains,NAU,21,24.1,3.2,7.1,0.456,1.5,3.8,0.405,0.8,1.1,0.708,0.5,2.2,0.7,3.0,3.6,0.6,0.7,0.2,8.8,2021
1228,Ebenezer Asamoah,UD,15,24.3,2.9,5.7,0.5,1.8,3.9,0.458,1.3,1.7,0.731,0.7,2.4,0.5,2.5,3.1,0.7,0.8,0.5,8.8,2021
1229,Wanjang Tut,UNO,20,22.9,3.8,7.9,0.475,0.0,0.1,0.0,1.3,1.8,0.743,2.2,2.9,1.1,3.3,4.3,0.3,0.6,0.6,8.8,2021
1230,"Jaron Pierre, Jr.",USM,24,24.4,3.2,8.4,0.386,1.3,3.8,0.337,1.0,1.3,0.75,2.2,1.6,0.4,3.2,3.5,1.5,1.1,0.2,8.8,2021
1231,Michael Durr,USF,19,26.4,3.0,7.3,0.41,0.2,1.1,0.2,2.6,3.3,0.79,1.2,2.5,2.9,4.9,7.9,0.5,0.6,0.9,8.8,2021
1232,Jevon Tatum,AAMU,14,26.9,3.0,8.9,0.339,0.9,3.4,0.25,1.9,2.5,0.7709999999999999,2.7,2.4,0.8,2.7,3.5,2.2,0.9,0.1,8.8,2021
1233,Dequan Morris,UAPB,23,24.1,3.6,6.4,0.565,0.1,0.4,0.3,1.4,2.0,0.7170000000000001,1.4,2.1,1.4,2.9,4.3,0.4,1.0,0.3,8.8,2021
1234,D.Q. Nicholas,SEMO,27,29.4,2.6,6.8,0.388,0.6,2.2,0.271,2.9,4.1,0.718,3.1,2.4,0.5,3.9,4.4,3.2,1.1,0.1,8.8,2021
1235,Nolan Taylor,SEMO,18,18.3,3.3,5.9,0.557,0.0,0.0,0.0,2.2,3.6,0.625,0.9,2.3,1.3,2.7,4.1,0.9,0.3,0.1,8.8,2021
1236,Khalyl Waters,TU,26,21.8,2.5,6.7,0.37,0.9,2.8,0.311,3.0,3.4,0.875,2.0,1.8,1.0,2.3,3.3,1.0,0.8,0.4,8.8,2021
1237,John Harrar,PSU,25,24.7,2.9,5.3,0.5489999999999999,0.0,0.0,0.0,2.9,4.2,0.6890000000000001,1.4,3.0,3.8,5.0,8.8,1.3,0.6,0.3,8.8,2021
1238,Dave Beatty,LU,25,22.6,3.1,7.8,0.397,1.4,3.9,0.361,1.2,1.4,0.833,1.5,1.9,0.2,2.1,2.3,1.2,0.8,0.2,8.8,2021
1239,Micah Parrish,OU,29,29.0,3.2,5.8,0.55,0.5,1.5,0.349,1.8,2.6,0.7070000000000001,1.1,2.7,2.4,3.4,5.8,1.1,1.7,0.5,8.8,2021
1240,Emmanuel Akot,BSU,24,24.5,3.1,8.0,0.389,1.2,3.6,0.333,1.3,2.0,0.633,1.8,1.7,0.4,3.0,3.4,2.6,0.8,0.5,8.8,2021
1241,Vince Cole,STJ,27,23.4,3.1,7.8,0.393,1.3,3.6,0.35700000000000004,1.3,1.6,0.833,1.2,1.4,0.6,2.0,2.6,1.1,0.5,0.5,8.7,2021
1242,Jesus Cruz,FU,27,26.2,3.4,9.0,0.373,0.4,2.4,0.188,1.6,2.1,0.75,1.8,2.6,1.0,2.5,3.5,1.3,1.1,0.3,8.7,2021
1243,Jordan Wright,VU,23,24.5,3.3,6.9,0.487,0.7,1.6,0.4320000000000001,1.3,2.1,0.6459999999999999,2.2,2.3,1.4,3.1,4.5,2.1,1.1,0.3,8.7,2021
1244,Evan Taylor,LU,15,27.1,3.3,7.7,0.431,0.7,1.9,0.379,1.3,2.3,0.5710000000000001,1.0,2.4,1.5,5.8,7.3,1.6,0.7,0.4,8.7,2021
1245,Ronnie DeGray III,UMass,15,27.5,3.4,6.3,0.5429999999999999,0.7,1.8,0.37,1.3,2.1,0.613,1.5,2.3,1.3,3.3,4.6,1.4,0.3,0.3,8.7,2021
1246,Yves Pons,UT,26,28.7,3.5,7.4,0.466,0.7,2.4,0.274,1.2,1.5,0.789,1.0,2.1,1.6,3.7,5.3,0.7,0.7,1.8,8.7,2021
1247,Caleb Nero,UND,26,22.9,3.1,7.5,0.418,1.2,3.3,0.345,1.3,1.6,0.833,1.1,1.1,0.2,1.6,1.8,1.6,0.6,0.0,8.7,2021
1248,Titus Wright,WMY,18,22.4,3.4,6.0,0.565,0.0,0.1,0.0,1.9,3.8,0.515,1.8,2.3,2.1,3.3,5.4,0.6,0.3,0.6,8.7,2021
1249,Jalen Slawson,FU,25,25.5,3.0,5.2,0.569,0.6,1.5,0.368,2.2,3.2,0.691,2.2,2.9,1.2,4.1,5.3,2.8,1.2,1.2,8.7,2021
1250,Amanze Ngumezi,JSU,25,16.6,3.2,6.6,0.488,0.8,2.0,0.4,1.5,2.2,0.691,1.3,2.4,1.4,2.1,3.5,0.8,0.2,0.6,8.7,2021
1251,Tyrone Lyons,NC A&T,21,25.4,2.6,6.8,0.385,0.6,2.7,0.228,2.9,4.4,0.652,1.7,2.1,1.3,4.0,5.3,0.9,1.2,0.7,8.7,2021
1252,"Ronell Giles, Jr.",SFU,21,27.9,3.0,7.9,0.373,0.8,2.5,0.327,2.0,2.5,0.8079999999999999,2.0,1.7,0.6,1.9,2.5,2.3,0.6,0.2,8.7,2021
1253,Khaleem Bennett,UCA,21,24.5,3.0,6.8,0.444,0.0,0.6,0.077,2.7,4.2,0.636,2.5,2.7,1.6,2.2,3.8,1.1,0.6,0.4,8.7,2021
1254,Jeremy Roach,DUKE,24,27.4,3.2,7.1,0.456,1.1,3.5,0.313,1.1,1.7,0.675,2.0,2.7,0.5,1.6,2.1,2.8,0.8,0.0,8.7,2021
1255,Tristen Newton,ECU,17,31.4,2.9,8.3,0.348,0.9,3.6,0.262,2.0,2.2,0.895,2.2,1.9,1.1,3.2,4.3,4.2,1.2,0.3,8.7,2021
1256,Josh Endicott,UNF,17,24.1,3.5,6.6,0.531,0.6,1.2,0.476,1.1,1.7,0.621,1.6,2.2,2.0,4.2,6.2,0.9,0.2,0.2,8.7,2021
1257,Santiago Vescovi,UT,27,29.2,2.6,6.8,0.388,2.0,5.3,0.373,1.5,1.8,0.816,1.9,2.3,0.3,3.4,3.7,3.1,1.2,0.0,8.7,2021
1258,Harrison Henderson,SUBR,19,18.6,3.0,6.4,0.467,0.3,1.3,0.2,2.4,3.7,0.648,1.4,2.4,1.9,4.4,6.3,0.4,0.5,0.4,8.7,2021
1259,Aleem Ford,UW,31,26.3,3.2,7.9,0.406,1.5,4.4,0.341,0.8,1.0,0.7809999999999999,0.9,2.0,0.8,3.4,4.2,1.1,0.6,0.5,8.7,2021
1260,"Rob Howard, Jr.",UIC,18,20.3,3.1,7.2,0.431,1.1,3.2,0.35100000000000003,1.3,1.4,0.923,1.6,3.8,1.5,2.9,4.4,0.6,0.3,0.8,8.7,2021
1261,Carvell Teasett,NSU,29,17.4,2.8,6.9,0.412,1.5,3.8,0.387,1.5,2.0,0.746,1.9,1.4,0.2,1.3,1.5,1.9,0.7,0.1,8.7,2021
1262,Andrew Garcia,UGA,26,17.0,3.3,6.0,0.541,0.0,0.2,0.16699999999999998,2.1,2.7,0.7709999999999999,1.6,2.6,2.1,1.9,4.0,0.5,0.6,0.3,8.7,2021
1263,Tyree Ihenacho,UND,23,32.0,3.3,7.9,0.414,0.7,2.1,0.354,1.4,2.7,0.525,2.9,2.7,1.5,4.2,5.7,4.1,1.6,0.2,8.7,2021
1264,Cameron Brown,SJU,17,27.4,3.4,7.9,0.422,1.2,3.8,0.32299999999999995,0.7,1.1,0.667,0.9,2.1,1.4,2.1,3.5,0.8,1.0,0.2,8.6,2021
1265,Josh Bannan,UM,28,24.7,3.3,7.2,0.453,0.3,1.2,0.235,1.8,2.2,0.8059999999999999,2.0,2.8,1.1,4.8,5.9,1.1,0.6,0.3,8.6,2021
1266,Kaleb Hunter,UNCG,28,28.1,3.3,7.8,0.42,0.8,2.7,0.28,1.3,1.8,0.74,1.1,1.4,1.4,2.4,3.8,0.8,0.8,0.2,8.6,2021
1267,Kyle Young,OSU,27,26.3,3.3,6.0,0.5429999999999999,0.5,1.1,0.433,1.6,1.9,0.846,0.5,2.7,1.8,3.7,5.5,1.3,0.4,0.6,8.6,2021
1268,Ville Tahvanainen,BU,27,28.1,3.1,7.4,0.422,1.7,5.1,0.338,0.7,0.8,0.818,1.3,1.5,0.6,2.4,3.0,1.6,0.6,0.0,8.6,2021
1269,Lat Mayen,UNL,27,25.5,3.0,7.7,0.396,1.8,5.1,0.348,0.8,1.0,0.778,1.5,2.6,0.8,3.7,4.5,0.6,0.5,0.5,8.6,2021
1270,Caleb Green,FU,27,33.8,3.2,8.2,0.387,1.0,3.1,0.333,1.2,1.9,0.647,1.6,2.4,0.3,1.9,2.2,2.8,0.5,0.0,8.6,2021
1271,Keonte Kennedy,UTEP,24,31.5,3.5,8.9,0.393,0.8,3.1,0.243,0.9,1.7,0.525,1.8,2.0,1.6,4.3,5.9,1.5,1.3,0.1,8.6,2021
1272,Qon Murphy,UNH,16,22.1,3.1,7.8,0.395,0.8,2.7,0.302,1.7,2.6,0.643,1.1,2.2,0.5,1.9,2.4,1.2,0.4,0.1,8.6,2021
1273,Duke Miles,TU,26,24.4,3.0,6.6,0.453,0.3,1.9,0.184,2.3,3.1,0.728,3.1,2.8,0.4,2.5,2.9,3.5,1.7,0.2,8.6,2021
1274,Noah Morgan,EMU,13,25.3,3.2,7.2,0.447,0.8,2.2,0.379,1.3,2.0,0.654,1.4,2.0,0.3,3.1,3.4,1.4,0.9,0.3,8.6,2021
