Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
Caleb Wood,PENN,33,19.6,3.5,7.5,0.466,1.9,5.1,0.379,1.3,1.7,0.764,0.7,1.5,0.4,1.6,2,1,0.3,0.1,10.2
Matt Coleman III,UT,34,34,3.6,8.9,0.411,0.8,2.9,0.286,2.1,2.6,0.787,2.2,3,0.7,1.8,2.5,4.1,1.2,0,10.2
Diandre Wilson,NJIT,29,25.2,3.5,8.4,0.416,1.4,3.6,0.394,1.8,2.6,0.684,1.8,2.1,0.3,1.9,2.2,1.3,1.1,0.4,10.2
J.J. Richardson,SCSU,29,23.8,3.8,10,0.384,1.3,3.8,0.339,1.2,1.9,0.667,1.3,1.3,0.7,1.2,1.9,1,1.2,0.5,10.2
Ryan Kemrite,LIB,35,32.5,3.3,7.4,0.444,2.4,5.3,0.452,1.2,1.3,0.894,0.7,1.8,0.5,2.3,2.7,0.9,0.6,0.1,10.2
Josh Ferguson,WIN,31,26.2,4,6.5,0.609,0.1,0.6,0.222,2.1,2.8,0.756,1.8,2.1,2.2,5.2,7.4,0.9,0.7,1.1,10.2
Troy Harper,DREX,25,23.9,2.9,7.5,0.383,0.3,1.8,0.159,4.1,5,0.817,1.8,2.4,0.4,1.8,2.2,1.4,0.5,0.1,10.2
Brady Manek,OU,32,23.7,3.9,8.3,0.466,1.8,4.8,0.383,0.6,0.9,0.6,0.7,0.9,1.2,3.9,5.2,0.5,0.3,0.7,10.2
Sam Kearns,ORU,32,33.1,3.3,9,0.367,2.2,6.2,0.352,1.3,1.6,0.827,2.2,2.6,0.4,2,2.4,4.1,0.6,0,10.2
Kouat Noi,TCU,33,22,3.6,7.2,0.496,1.8,4.1,0.434,1.2,2,0.606,0.8,1.9,1.1,2.8,3.9,0.7,0.6,0.1,10.2
Mo Greenwood,SELU,33,22,4.2,7.8,0.539,0.1,0.4,0.333,1.6,2.4,0.679,1.8,2.7,2.1,3.5,5.6,0.4,0.4,0.9,10.2
Makale Foreman,UTC,33,35.2,3.3,8.4,0.399,2.3,6,0.382,1.2,1.4,0.848,1.5,1.6,0.4,1.6,2,1.8,0.8,0,10.2
Ray Ona Embo,TU,29,33.1,3.5,8.1,0.432,1.6,4.3,0.365,1.6,2.2,0.719,1.6,2.5,0.5,2.7,3.2,3.3,0.8,0.2,10.1
Shemar Bute,CCSU,32,25.1,3.8,6.4,0.6,0,0,0,2.4,3.4,0.716,2.6,3.7,2.3,2.8,5.2,0.6,0.4,1.1,10.1
Chris Knight,DART,25,21.4,4.1,7.9,0.52,0,0.1,0,1.9,3.1,0.61,2,2.5,1.3,2.7,4,1.1,0.6,1.1,10.1
Julian Batts,LIU,35,29.7,3.2,7.2,0.45,1.9,4.6,0.41,1.8,2.4,0.738,1.2,2.7,0.4,3.9,4.4,2.3,1.3,0.3,10.1
Tommy Rutherford,UCI,35,21.3,3.8,6.5,0.583,0.2,0.4,0.429,2.3,3.3,0.713,2.1,2.9,1.8,3.9,5.7,0.8,0.3,0.7,10.1
John Dewey III,SHSU,36,29.5,2.9,8.4,0.351,1.3,3.6,0.357,2.9,3.5,0.841,3,2.4,0.7,2.4,3.2,4.4,1,0,10.1
Balint Mocsan,ISU,30,28.1,3.6,8,0.45,2.1,4.9,0.419,0.8,1.3,0.641,1.6,2.1,0.3,3.2,3.5,1,0.7,0.3,10.1
Reggie Jones,WMY,32,23.6,3.5,9.2,0.382,1.2,4,0.295,1.8,2.3,0.808,2,1.8,0.8,3,3.9,2.1,0.9,0.3,10.1
Lafayette Rutledge,NSU,32,20.9,3.1,7.7,0.401,3,7.5,0.404,0.9,1.2,0.757,0.4,1.3,0.2,1.2,1.4,0.4,0.6,0,10.1
Bryce Dulin,USNA,32,29,3.5,8.8,0.401,1.2,4,0.302,1.8,2.8,0.637,1.6,2,0.8,2.3,3.1,1.7,0.7,0.2,10.1
Johnathan Stove,LA,29,19.2,3.2,6,0.538,0.5,1.3,0.368,3.2,3.9,0.821,1.4,2.3,1.3,1.7,3,1.6,0.5,0.5,10.1
Kenny Cooper,LIP,31,27.3,3.5,8.5,0.417,0.5,1.9,0.237,2.5,3.8,0.667,3,2.7,0.5,2,2.5,3.9,2,0.3,10.1
Abayomi Iyiola,STET,32,19.2,4.3,8.4,0.519,0,0.1,0,1.4,2,0.677,1.1,3,2.4,3.8,6.2,0.2,0.5,0.7,10.1
Jordan Tolbert,CSUS,32,24.4,3.6,8.9,0.407,1.5,3.8,0.402,1.3,1.6,0.82,1.9,2.2,0.4,2.3,2.7,2.3,1.2,0,10.1
DeSean Murray,AU,34,23.9,3.3,7.2,0.455,0.5,1.6,0.321,2.9,3.5,0.84,1.9,2.4,2.7,4,6.7,1.7,0.9,0.6,10.1
Eric Adams,SU,32,23.9,3.9,5.8,0.681,0,0,0,2.2,2.9,0.742,1.4,2.8,2.5,4,6.5,0.6,1.3,1.4,10
Phil Booth,VILL,33,27.4,3.3,7.4,0.441,1.7,4.4,0.379,1.8,2.3,0.8,1.4,1.7,0.4,2.8,3.2,2.9,0.8,0.2,10
Michael Humphrey,SU,35,25.7,3.8,8.2,0.462,0.7,1.8,0.391,1.7,2.5,0.698,1.6,3.3,1.9,5.5,7.3,0.7,0.7,0.9,10
Hamidou Diallo,UK,37,24.8,3.6,8.5,0.428,0.7,2.1,0.338,2.1,3.4,0.616,1.4,2.6,0.9,2.8,3.6,1.2,0.8,0.4,10
Pauly Paulicap,MAN,31,23.7,3.6,6.4,0.558,0,0,0,2.8,4.6,0.62,1.6,3.4,3,3.9,6.9,0.3,0.3,2.5,10
Nate Darling,UAB,33,28,3.4,7.2,0.475,1.8,4.5,0.405,1.3,1.6,0.83,2,1.4,0.4,2.6,3,2.8,0.4,0.3,10
Tre'Darius McCallum,DEP,31,29.3,4.2,9.2,0.456,0.8,3,0.283,0.8,1.2,0.632,1.5,2.6,1.4,4.3,5.7,0.9,1.3,0.4,10
Trae Berhow,PU,30,30.5,3.6,7.8,0.455,1.6,4,0.4,1.3,1.7,0.745,1.1,2.6,1.5,4.2,5.7,0.9,0.6,0.1,10
De'Antae McMurray,DU,34,30.3,3.5,9.3,0.377,1.3,4.1,0.317,1.7,2.3,0.734,2,2,0.4,3.7,4.1,2.6,1.1,0.1,10
Kipper Nichols,U of I,31,19,3.2,7.3,0.438,1,2.6,0.378,2.6,3,0.862,1.2,2.3,1.4,2.7,4.2,0.7,0.8,0.4,10
Kyle Leufroy,LU,30,25.9,3.2,8.8,0.364,1.2,3.8,0.313,2.4,2.8,0.847,2.2,1.8,0.3,4.6,4.9,2.5,0.9,0.1,10
Marcus Carr,PITT,32,28.6,3.3,8.4,0.396,1.1,3.4,0.333,2.2,2.8,0.818,2.8,2.2,0.2,2.6,2.8,4,0.6,0.1,10
Djimon Henson,MSU,29,27.2,3.5,8.8,0.396,1.8,4.8,0.374,1.2,1.7,0.735,1.5,1.9,0.7,2.1,2.8,0.8,0.3,0.1,10
Luke Doyle,STET,32,27.4,3.6,9,0.401,1.8,5.5,0.333,0.9,1.2,0.789,1.3,1.5,0.5,2.3,2.9,1.5,0.9,0.2,10
David Collins,USF,27,24.7,3.1,6.3,0.497,0.7,1.8,0.417,3,4.2,0.717,2.6,3,0.5,2,2.4,2.4,1,0.1,10
Jorge Pacheco-Ortiz,LIB,37,30.6,3.1,7.2,0.423,1.2,3,0.396,2.6,2.9,0.899,1.5,1.4,0.3,2.1,2.4,2.5,0.9,0.1,9.9
Nik Popovic,BC,35,26,3.9,7.8,0.507,0.1,0.7,0.2,1.9,2.7,0.713,1.9,2.6,2.6,3.6,6.2,1.3,0.4,0.8,9.9
Che Bob,CSU,32,25.2,3.3,7.6,0.43,0.6,1.9,0.29,2.8,4.2,0.677,2.4,2.9,1.8,4.2,5.9,1.8,1,1.2,9.9
T.J. Starks,TAMU,32,21.2,3.7,9.5,0.388,1.1,3.4,0.324,1.5,2.3,0.635,2.7,1.7,0.2,1.7,2,2.2,0.4,0.1,9.9
Hasan Abdullah,USNA,30,29.1,3.5,8.8,0.402,1.6,4.6,0.355,1.2,2,0.627,2.9,2.7,0.3,2.8,3,3.4,2.2,0,9.9
Wajid Aminu,UNF,28,25.5,3.4,8,0.43,0.1,1,0.074,3,4.2,0.706,1.6,2.7,2.1,4.6,6.6,1.8,0.8,1,9.9
Jahvaughn Powell,NSU,32,27.9,3.5,8.5,0.413,2.2,5.8,0.374,0.7,0.9,0.767,1.9,2.8,0.3,2.5,2.8,2.7,2.3,0,9.9
Muusa Dama,EIU,31,24.5,4,7.3,0.546,0,0.1,0.333,1.9,2.6,0.707,1.9,3.2,2.1,4.2,6.3,1.2,0.5,1.2,9.9
Jordan Cornish,TU,31,30.2,3.3,8.9,0.375,1.3,4,0.328,1.9,2.8,0.698,2.4,1.5,0.4,2.8,3.2,3.3,0.4,0.3,9.9
Kaelon Harris,CIT,29,22.8,3,7.3,0.412,1,3.1,0.337,2.9,4.1,0.703,1.7,2.3,1.8,3.4,5.2,1.8,1,0.4,9.9
Jontay Porter,MU,33,24.5,3.2,7.2,0.437,1.2,3.3,0.364,2.4,3.2,0.75,1.9,2.9,1.5,5.3,6.8,2.2,0.8,1.7,9.9
Patrick Steeves,GW,33,28.6,4.3,8.2,0.522,0.1,0.4,0.308,1.2,1.6,0.731,2.1,1.7,1.8,3.5,5.3,2,0.6,0.4,9.9
Ethan Thompson,OSU,32,32.2,3,7.9,0.383,1.1,3.3,0.333,2.7,3.7,0.731,2,2.7,1.2,2.8,4.1,3.5,0.7,0.4,9.9
Jaylen Hands,UCLA,31,25.2,3.3,8.1,0.405,1.4,3.7,0.374,1.9,2.6,0.738,1.8,1.6,0.6,3.4,4,2.6,1,0.2,9.9
Troy Simons,UNM,29,23.3,3.3,8.3,0.397,1.8,5,0.363,1.4,1.8,0.788,1.1,2.3,1.1,1.9,3.1,1.4,1.8,0.2,9.9
Nuni Omot,BU,34,23.7,3.2,6.6,0.489,1.5,3.5,0.433,1.9,2.2,0.855,1.5,1.5,0.9,2.7,3.6,1.7,0.5,0.3,9.9
Aaron Cook,SIU,33,30,3.3,7.5,0.439,1.2,3,0.384,2.2,3.1,0.696,2.2,1.8,0.2,2.1,2.3,2.7,1.4,0.3,9.8
Austin Butler,HC,30,24.6,3.5,8.4,0.422,1.3,4,0.328,1.5,2.1,0.698,0.9,2.3,1,2.7,3.7,1.1,0.8,0.1,9.8
Brendan Barry,DART,27,35,3.2,7.6,0.426,2,4.4,0.442,1.4,1.6,0.864,1.5,1.8,0.3,2.3,2.6,3.9,0.7,0.1,9.8
Justin Gorham,TU,32,23,3.7,6.9,0.538,0.1,0.4,0.214,2.3,3.2,0.709,1.5,2.5,2.3,4.4,6.7,0.8,0.3,0.2,9.8
Klint Carlson,UNI,32,32.6,3.8,8.9,0.421,1.1,3.3,0.318,1.2,1.8,0.69,1.8,2.3,1.2,5,6.2,1.6,0.7,0.3,9.8
George Kiernan,USNA,30,20,3.1,7.7,0.403,1.6,4.6,0.338,2,2.5,0.824,1.3,2.4,1,3.7,4.7,0.8,0.3,0.2,9.8
Alexander Larsson,UCR,28,23.8,4,7.5,0.529,0,0,0,1.9,2.9,0.634,2.4,2.9,2,3.8,5.7,0.7,0.3,0.6,9.8
Bryce Moore,WMY,32,30.7,3.1,7.7,0.405,2,5.1,0.39,1.5,2.2,0.681,0.9,2.3,0.2,2.4,2.6,1.5,1.2,0.1,9.8
Luke Meyer,CMU,36,23.9,3.6,6.8,0.52,1.5,3.7,0.409,1.2,1.3,0.913,0.9,2.4,1.5,3.3,4.8,0.7,0.3,1.2,9.8
Brandon Hollins,PSU,30,25.7,3.9,7,0.555,0.1,0.7,0.182,1.8,2.7,0.679,1.2,2.9,2.6,5.1,7.7,0.7,1,0.2,9.8
Ray Salnave,MU,30,22,2.7,6.7,0.41,0.7,2.1,0.323,3.6,4.8,0.752,2.4,2.9,0.6,2.9,3.5,1.6,1.3,0.1,9.8
Issac Vann,VCU,25,25.9,3.8,8.8,0.425,0.9,3.4,0.256,1.4,1.9,0.708,1.5,2.2,0.9,3,3.8,1.3,1,0.4,9.8
Jacob Rigoni,QU,33,26,3.2,7.1,0.459,2.3,5,0.455,1,1.3,0.786,1.3,1.7,0.7,3.2,3.8,1.1,0.6,0.3,9.8
Demario Beck,CCU,32,23.8,3.9,7.2,0.539,0.6,2.1,0.279,1.4,2.4,0.592,1.7,3.1,2.5,4.7,7.2,0.7,0.5,0.7,9.8
Michael Finke,U of I,28,25,3.8,7.8,0.491,1,3.4,0.309,1.1,1.8,0.612,0.8,2,1.9,2.8,4.6,1.1,0.3,0.3,9.8
Dazon Ingram,UA,35,28.8,2.9,6.7,0.426,0.5,1.9,0.284,3.5,5.1,0.689,2.3,2.7,0.9,4.8,5.7,2.6,0.9,0.3,9.7
Trayvon Reed,TSU,30,27.8,3.7,5.5,0.683,0,0.3,0.111,2.2,3.4,0.657,1.2,3.1,2.5,6.2,8.7,0.4,0.4,3,9.7
Ryan Edwards,PSU,33,17.7,3.9,8.2,0.476,0.3,1,0.324,1.6,2.4,0.684,1.5,3.3,1.8,2.2,4,0.5,0.3,1.7,9.7
Keljin Blevins,MSU,32,24.5,3.4,8,0.424,0.3,1.2,0.237,2.7,3.9,0.683,2.1,2.2,2.1,3.8,5.8,0.9,0.6,0.4,9.7
Andrew Fleming,UM,32,26.8,3.7,9,0.412,0.2,1,0.182,2.1,3,0.691,2.6,3.3,1.9,3.4,5.3,1.3,0.5,0.8,9.7
Louis Adams,UW,31,19.2,2.9,6.1,0.479,0.7,1.7,0.426,3.2,4.5,0.705,1.9,2.9,0.6,2,2.6,1.5,0.6,0.3,9.7
Kevin Vannatta,UNCA,34,35.1,3.2,7.4,0.438,0.9,2.7,0.344,2.3,2.9,0.788,1.7,1.8,0.9,4.3,5.3,3.1,0.7,0.1,9.7
Casey Benson,GCU,34,29.2,2.9,7.6,0.376,1.2,3.4,0.342,2.8,3.7,0.762,1.9,2,0.8,3.4,4.2,4.5,0.7,0.1,9.7
Zach Hunsaker,BU,27,31,3.2,8.5,0.38,1.7,4.9,0.348,1.6,1.7,0.933,2,2.9,0.4,3,3.3,1.7,1,0.1,9.7
Namon Wright,CU,30,22.9,3.4,7.9,0.435,1,2.9,0.333,1.9,2.5,0.737,1.9,1.6,0.6,2.8,3.5,1.1,0.5,0.3,9.7
Austin Nehls,CCSU,32,34.4,3.1,8.1,0.385,2.1,6.1,0.344,1.3,2.1,0.642,0.8,1.1,0.9,3,3.9,1.2,0.6,0.2,9.7
DaQuan Jeffries,TU,25,22,3.6,6.6,0.542,1,2.4,0.393,1.5,1.9,0.792,1.4,3.2,1.8,3.1,4.9,0.8,0.6,1.4,9.7
Trey Phills,YALE,31,26.6,3.4,6.5,0.52,0.6,2.2,0.299,2.3,3.3,0.713,1.5,1.8,1.4,2.9,4.3,1.9,1.1,0.7,9.7
Alex Robinson,TCU,31,32,3.6,8.2,0.441,0.7,2.3,0.329,1.7,3,0.576,3.3,2.3,0.4,2.5,3,6.1,1.2,0.3,9.7
Tavarius Shine,OSU,31,25.7,3.2,8,0.405,1.3,4.1,0.323,1.9,2.5,0.766,1.1,2.3,1.3,2.2,3.5,1.7,1,0.7,9.7
Jeremiah Jefferson,JSU,30,26.3,3.4,9.8,0.346,2.1,6.1,0.342,0.8,1,0.793,0.8,1.5,0.4,1.3,1.7,1.2,0.4,0.1,9.7
Steven Santa Ana,ELON,32,28.3,3.4,7.8,0.43,1.7,4.6,0.361,1.2,1.9,0.645,1.8,2.1,0.8,3.7,4.4,1.9,0.8,0.2,9.7
Darrian Ringo,MU,34,30.8,3.4,7.4,0.456,0.9,2.7,0.312,2.1,2.9,0.724,3.2,2.7,0.7,2.8,3.5,6.9,2.7,0.1,9.6
Aaren Edmead,NC A&T,31,25.1,3,8,0.369,1.2,3.8,0.325,2.5,3,0.828,2.1,2.1,0.4,1.6,2,2.9,0.7,0,9.6
Oscar Frayer,GCU,33,26.5,3.7,7.6,0.482,1.2,3.4,0.366,1.1,1.9,0.547,1.5,2.4,1.7,3.5,5.2,1.2,1.2,0.7,9.6
Mark Hughes,WRST,35,31.5,3.1,7.6,0.404,1.8,5.2,0.341,1.7,2,0.831,1.6,2.4,0.3,2.9,3.1,3,1.2,0.3,9.6
Chris Wray,MSMU,24,32,4.2,6.8,0.622,0,0,0,1.1,3.5,0.321,1.9,2.5,3,5.2,8.2,3.7,2,2.1,9.6
Remy Martin,ASU,32,23.8,3.3,7.4,0.453,0.7,1.9,0.371,2.2,2.9,0.755,1.3,1.5,0.7,2.3,3,2.9,1.1,0.1,9.6
Jeff Dowtin,URI,34,32.9,3.6,8,0.446,0.7,1.8,0.387,1.8,2.5,0.709,1.3,1.6,0.7,2.4,3.1,5.6,0.9,0.5,9.6
Makuach Maluach,UNM,34,19.7,3.4,6.2,0.555,0.9,1.9,0.46,1.9,2.3,0.81,1.3,2.4,1.1,1.4,2.5,1,0.6,0.2,9.6
Iba Camara,UNH,31,26.1,3.5,7.4,0.478,0,0,0,2.5,3.5,0.722,1.9,2.9,2.5,8.2,10.7,0.9,0.5,0.5,9.6
K.J. Robinson,UNO,28,29.1,3.6,9.4,0.382,1.5,4.1,0.36,1,1.2,0.824,2.4,1.4,0.2,2,2.2,2.6,0.8,0.1,9.6
Ivan Canete,SFA,33,23.7,3.2,7.1,0.444,1.5,3.6,0.415,1.8,2.3,0.779,1.9,3.2,0.7,2.2,2.9,2.9,1.6,0.2,9.6
Anthony Johnson,UNC,38,19.2,3.2,8.2,0.386,1.6,4.8,0.331,1.7,2.1,0.812,1.1,1.8,0.9,2.3,3.2,0.6,0.4,0.1,9.6
Kyle Mallers,BSU,32,27.8,3.1,6.7,0.456,1.1,3.2,0.337,2.4,2.8,0.856,1.3,2.5,2,2.9,4.9,1.3,0.6,0.4,9.6
Kyle Williams,NSU,32,27.2,3.2,7.6,0.417,2,5.1,0.399,1.2,1.8,0.69,1.6,1.7,0.7,2.8,3.6,1.4,0.7,0.2,9.6
Chris Lykes,UM,32,21.6,3.1,7.8,0.402,1.5,4.3,0.345,1.8,2.6,0.72,1.8,2.2,0.1,1.1,1.2,2.3,0.8,0,9.6
Perrion Callandret,U of I,27,26.7,3.4,7.7,0.44,1.4,3.4,0.407,1.4,2.1,0.667,2.3,1.6,0.4,2.9,3.4,3,0.9,0.3,9.6
Lamar Peters,MSU,34,27.7,3.5,9.4,0.369,1.4,5.2,0.277,1.2,1.9,0.651,2.6,1.9,0.3,1.9,2.2,4.5,1.5,0.3,9.6
Malik Benlevi,GSU,35,35,3.3,7.6,0.44,2,4.9,0.412,0.9,1.3,0.705,0.7,2.2,1.5,5,6.5,1.7,1.5,0.9,9.6
Jaycee Hillsman,SJSU,30,24.9,3,7.2,0.414,0.9,2.6,0.342,2.7,3.4,0.812,2.6,2.5,1,3.2,4.2,2.4,0.6,0.3,9.6
Jamorko Pickett,GU,30,27.5,3.2,8.7,0.363,1.9,5.2,0.357,1.4,1.8,0.745,2.4,1.9,0.6,3.2,3.7,1.8,0.4,0.6,9.6
Brocke Stepteau,UH,28,28.5,3.1,6.1,0.515,1.3,2.9,0.444,2,2.4,0.809,1.6,2,0.4,1.6,2,2.7,0.5,0,9.5
Markus Golder,VAL,32,22.8,3.4,6.9,0.493,1,2.4,0.429,1.7,2,0.831,1.6,2.3,0.8,3.5,4.3,1.3,0.8,0.5,9.5
Derric Jean,LTU,32,26.5,3,7.3,0.415,1.6,3.6,0.439,1.9,2.6,0.744,1.7,2.4,0.6,2.5,3.1,1.9,1.1,0.2,9.5
Stephon Jelks,MER,34,26.1,3.4,6.5,0.523,1.3,2.9,0.444,1.4,1.8,0.774,1.3,2.5,1.8,5.5,7.2,1.6,0.7,0.4,9.5
Emmett Naar,SMC,36,35.4,3.5,7.4,0.472,0.7,1.8,0.397,1.8,2.2,0.846,2.8,1.2,0.3,2.1,2.4,7.9,0.8,0.1,9.5
Bryson Robinson,UNO,27,24.9,3,7.6,0.395,1.9,5.1,0.362,1.7,2,0.818,1.6,1.5,0.5,1.7,2.2,2.8,0.8,0,9.5
Stefan Kenic,CSU,35,23.3,3,7.2,0.419,1.4,3.8,0.371,2.1,2.6,0.791,1.8,2.3,0.7,2.5,3.3,0.6,0.5,0.3,9.5
Aaron Epps,LSU,32,23.9,3.6,6.9,0.523,1.1,3.2,0.34,1.2,1.6,0.765,0.8,2.5,1.9,3.7,5.5,0.4,0.4,0.9,9.5
Lexus Williams,BSU,32,26.1,3.1,7.2,0.431,1.5,3.7,0.403,1.8,2,0.875,1.7,2.2,0.3,1.9,2.3,2.3,0.9,0.1,9.5
Chris McNeal,UNM,34,24.4,3,8.1,0.372,1.6,5.2,0.315,1.9,2.4,0.759,1.9,1.6,0.2,1.6,1.8,2.7,0.8,0,9.5
Nate Sherwood,U of I,31,29.2,3.6,6.8,0.529,0.5,0.9,0.483,1.9,2.3,0.829,1.5,2.5,1.8,2.8,4.7,1.7,0.5,0.4,9.5
Braxton Beverly,NCST,31,32.4,3.1,8,0.391,1.9,5,0.385,1.3,1.6,0.816,1.2,2.7,0.6,1.8,2.4,3.9,1,0,9.5
Jalen Sanders,UNC,38,28.7,3.6,6.2,0.582,0.3,1.1,0.256,1.9,2.6,0.753,1.2,2.7,1.4,4.3,5.8,1.2,0.8,1.4,9.5
A.J. Jacobson,NDSU,32,25.8,3,6.3,0.48,1.7,3.8,0.447,1.7,1.9,0.9,0.8,1.9,0.3,3.8,4.1,1.6,0.4,0.3,9.5
Joe Hugley,CCSU,30,18.9,3.1,6.8,0.451,1.5,3.7,0.393,1.9,2.4,0.767,1.6,2.8,1,2.9,3.9,0.4,0.3,0.5,9.5
Isiah Deas,LU,28,24.5,3.2,8.9,0.363,1.2,4.2,0.291,1.8,2.6,0.699,1.7,1.8,0.7,3.8,4.4,1.4,1,0.3,9.5
Anton Beard,U of A,35,30,3.1,8.2,0.385,1.1,3.3,0.328,2.1,2.8,0.737,1.3,2.5,0.6,2,2.6,3,0.9,0.1,9.5
Sean Rhea,TAMU-CC,27,26.4,3.5,7,0.5,0.1,0.3,0.375,2.4,4.1,0.571,2.2,3.4,1.8,3.7,5.6,0.5,0.8,0.8,9.4
A.J. Harris,NMSU,33,27.7,3.7,9.1,0.403,1.1,3.8,0.291,1,1.8,0.552,1.6,2.1,0.4,1.5,1.9,2.9,0.9,0.3,9.4
Austin Williams,DREX,31,29.6,4.2,7,0.597,0,0,0,1.1,2.4,0.459,2,3.3,3.1,5.4,8.5,0.7,0.4,3,9.4
Trevor Lyons,AF,31,32.6,3.1,7.8,0.393,1.1,2.9,0.371,2.2,3,0.734,2.1,2.2,0.6,4.1,4.7,3.3,1.4,0.1,9.4
Lamont West,WVU,36,22.6,3.1,7.6,0.411,1.5,4.5,0.337,1.6,2.1,0.763,1,2,1.4,2.5,3.8,0.6,0.4,0.2,9.4
Brett Prahl,UWM,33,29.7,3.9,6.3,0.622,0.1,0.5,0.25,1.4,2,0.708,1.9,2,1.8,3.2,5,1.3,0.5,1.4,9.4
Marcus Harris,SHSU,34,25,2.7,7.4,0.369,1.1,3.7,0.304,2.8,3.6,0.779,1.1,2.3,0.4,2.3,2.7,1,0.9,0.1,9.4
Isiah Osborne,UTEP,29,26.9,3.2,8.4,0.377,1.4,4.3,0.328,1.6,2.6,0.627,0.9,1.3,0.5,3.1,3.7,1,0.7,0.1,9.4
Dupree McBrayer,U of M,27,28.6,3,8.5,0.357,1.3,3.9,0.343,2,2.9,0.679,1.2,1.8,0.1,1.9,2.1,2.4,1,0.3,9.4
Paul White,UO,33,23.4,3.1,6.6,0.472,0.9,2.7,0.352,2.2,2.6,0.837,0.9,3.4,1.4,2.1,3.5,1.5,0.6,0.5,9.4
Martins Igbanu,TU,31,22.5,3.2,6,0.529,0.1,0.2,0.286,2.9,4,0.72,1.5,1.7,1.8,3.3,5.1,0.5,0.3,0.2,9.4
Devontavius Payne,ETSU,33,23.5,3.2,7.9,0.408,2.1,5.4,0.391,0.7,0.9,0.8,0.9,1.9,0.5,2.7,3.2,1.1,0.9,0.5,9.3
DelFincko Bogan,UTM,31,27.3,3.5,7.3,0.485,1.3,3.3,0.402,0.9,1.1,0.8,2,2.3,0.4,2.4,2.7,3,1.9,0.1,9.3
Hasahn French,SLU,32,30.2,4,7.5,0.535,0,0,0,1.2,3.4,0.364,2,3.3,2.9,4.2,7.1,1.5,0.8,1.8,9.3
Jahmel Taylor,CSUF,32,27.6,3,7.2,0.418,2.2,5.3,0.426,1,1.4,0.727,1,2.2,0.4,3.1,3.5,2.4,0.8,0.1,9.3
Jordan Cohen,LU,29,25.4,3.4,7.1,0.483,0.8,2.3,0.328,1.7,1.8,0.906,1.3,1.9,1,2.6,3.6,2.4,0.9,0.3,9.3
Tai Odiase,UIC,36,25.2,3.6,6.4,0.568,0,0,0,2.1,3.2,0.641,1,2,2.3,3.3,5.6,0.2,0.7,3.1,9.3
Alex King,USMA,30,19.5,3.3,7.4,0.443,1.4,3.1,0.457,1.4,2,0.695,1.7,2.5,0.7,2.8,3.5,0.8,0.6,0.6,9.3
Anthony Gatson,GSU,30,25.8,3.4,8.6,0.394,0.8,3,0.267,1.7,2.4,0.718,1.7,2.7,0.9,2,2.9,1.4,1.5,0.2,9.3
Walter Whyte,BU,27,24.6,3.3,6.8,0.481,0.6,1.7,0.37,2.1,3.2,0.674,1.7,1.7,1.4,3.6,5,1.1,0.9,0.5,9.3
Paul Atkinson,YALE,31,24.2,3.5,5.1,0.692,0,0,0,2.2,3.3,0.667,1,2.5,1.7,2.9,4.6,1,0.7,0.5,9.3
Adam Pickett,WIN,31,20.9,3.4,6.2,0.547,0.7,1.9,0.383,1.8,2.5,0.714,2.2,2.4,0.5,2.5,3,1.8,0.9,0.4,9.3
Armoni Brooks,U of H,35,20.1,3.1,7.4,0.425,2.4,5.7,0.419,0.6,0.8,0.815,0.4,1.3,0.8,2.8,3.7,0.5,0.7,0.3,9.3
Brandon Johnson,WMY,29,27.1,3.7,7.6,0.484,0.2,0.9,0.28,1.7,2.7,0.649,1.1,2.6,2.1,3.7,5.8,0.7,0.4,0.6,9.3
Silas Melson,GU,37,30.7,3.2,7.8,0.408,1.6,4.4,0.372,1.2,1.5,0.836,1,2.4,0.4,2.6,3.1,2.2,1.1,0.1,9.3
Tyler Wideman,BU,34,20.5,3.6,5.3,0.672,0,0.1,0,2.1,2.6,0.82,1.3,2.8,2.3,2.9,5.1,0.5,0.5,0.4,9.3
Jonah Mathews,USC,34,27.1,3.4,7.4,0.458,1.7,4,0.423,0.8,1.3,0.6,0.8,1.7,0.6,2,2.6,0.9,0.6,0.1,9.3
Quade Green,UK,34,25.6,3.4,7.6,0.451,1.2,3.2,0.376,1.2,1.5,0.808,1.6,1.6,0.4,1.4,1.8,2.7,0.3,0,9.3
Kinnon LaRose,SHU,31,27.8,3.4,7.9,0.424,1.9,5.5,0.347,0.6,0.9,0.741,1,2.2,1.2,2.6,3.8,0.8,0.4,0.3,9.3
Jonathan Williams,VCU,32,29.2,2.8,7.1,0.398,0.6,1.8,0.316,3.1,3.9,0.784,2.2,1.3,0.3,2.2,2.5,5.7,1.3,0.1,9.2
Wyatt Lohaus,UNI,24,23.8,3,7.2,0.422,1.8,4,0.453,1.4,1.8,0.75,1,1.8,0.1,2.5,2.6,1.4,0.3,0,9.2
Duncan Robinson,UM,41,25.8,3,6.8,0.44,1.9,5,0.384,1.4,1.6,0.891,0.6,2.4,0.5,2,2.4,1.1,0.7,0.4,9.2
Zjori Bosha,LU,33,31.4,3.2,7.4,0.424,1.2,3.7,0.331,1.7,3,0.576,1.2,2.6,1.7,3.4,5.2,1.2,1.7,0.4,9.2
