Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
Courtney Alexander II,TTU,33,26.5,2.4,5.2,0.462,0,0,0,2,3.9,0.516,2.3,2.5,2.2,5.8,7.9,1.7,0.9,0.8,6.8
Quinn Taylor,USU,33,23.1,2.8,4.6,0.605,0.4,1,0.412,0.8,1.4,0.565,0.8,2.5,2,2.6,4.7,1.4,0.4,0.7,6.8
Tristan Clark,BU,33,19.9,2.8,4.6,0.608,0.1,0.2,0.286,1.1,1.7,0.655,1.2,2.4,1.4,3.1,4.5,0.8,0.5,0.9,6.8
Kevin Baker,TU,33,24.8,1.8,6.8,0.271,1.4,5,0.271,1.7,2.5,0.704,1.9,2,0.3,2.3,2.6,3.2,0.8,0,6.8
Wenyen Gabriel,UK,37,23.1,2.4,5.3,0.442,1.1,2.9,0.396,0.9,1.5,0.625,1.1,3.1,1.8,3.6,5.4,0.6,0.8,1.1,6.8
Jamuni McNeace,OU,32,18,2.9,4.4,0.671,0,0,0,0.9,1.6,0.569,1.5,2.4,1.4,4,5.4,0.3,0.6,1.4,6.8
Jordan Blount,UIC,36,24.9,2.7,5.9,0.464,0.4,1.9,0.239,0.9,1.3,0.667,2.8,3.5,1.6,5.2,6.8,2.3,1.1,0.5,6.8
Ore Arogundade,DU,34,25.8,2.2,5.5,0.399,1,2.7,0.38,1.3,1.6,0.804,1.1,1.8,0.9,2.3,3.2,1.4,0.9,0.1,6.8
Kevin Holland,USM,34,33.1,2.4,5.6,0.417,1.7,4.2,0.415,0.3,0.4,0.786,0.5,2.1,0.3,1.6,1.9,1.4,0.8,0.1,6.8
K.J. Riley,UE,32,24,1.7,4.1,0.412,0,0.3,0.111,3.3,4.3,0.77,2,2.3,0.6,2.9,3.4,2.8,1,0.2,6.8
Matthew Atewe,PU,28,20,2.8,5.2,0.527,0,0,0,1.2,2.4,0.522,1.4,2.7,2.2,3.8,6,0.4,0.3,0.9,6.8
Daryl Edwards,LSU,32,22,2.3,4.9,0.462,1.2,3.3,0.371,1,1.2,0.795,0.9,1.8,0.2,1.5,1.7,1.3,0.7,0.1,6.8
Tonny Trocha-Morelos,TAMU,35,22.1,2.4,5.9,0.408,0.7,2.4,0.313,1.2,2,0.6,1,2.2,1.5,2.8,4.3,1.1,0.4,0.9,6.7
Corey Kispert,GU,35,19.4,2.5,5.3,0.46,1.1,3.3,0.351,0.7,1,0.667,0.6,1,1.1,2.1,3.2,0.7,0.3,0.2,6.7
Zac Tillman,MU,31,16.7,2.5,4.5,0.568,0,0,0,1.6,2.3,0.729,1.4,2.4,1,2,3,0.7,0.5,0.3,6.7
Cameron Neubauer,USD,34,28.6,2.1,5.4,0.388,1.3,3.9,0.341,1.2,1.7,0.712,1.6,2.9,0.8,2.6,3.4,1.6,0.5,0.2,6.7
Mark Vital,BU,33,23.8,2.6,5.5,0.481,0,0.3,0.1,1.4,2.8,0.505,2.1,2.2,2.3,3.3,5.6,2.2,0.8,0.6,6.7
Josh Kozinski,CMU,36,24.1,2,5.7,0.358,1.9,5.4,0.357,0.7,0.8,0.867,0.2,1.5,0.2,1.9,2.1,0.5,0.5,0.1,6.7
Obediah Church,MSU,32,23.8,2.8,4.2,0.659,0,0,0,1.2,2.1,0.561,1.4,2.2,2.3,3.2,5.6,1.2,0.5,1.9,6.7
Steven Julian,COR,28,29.8,2.5,4.9,0.511,0.4,1.1,0.323,1.4,2.4,0.567,1,2.9,1.4,4.4,5.8,1.2,1.1,1.4,6.7
Steve Harris,APSU,34,19.7,2.7,5.9,0.453,0.2,0.6,0.333,1.1,1.8,0.65,1.6,1.9,0.7,1.1,1.8,0.9,0.6,0.3,6.7
Nick Havener,BU,27,15,2.9,5.4,0.538,0,0.1,0.333,0.9,1.4,0.632,1.6,2.9,1.4,2.3,3.8,1,0.8,0.9,6.7
Derek Koch,BGSU,30,21.4,2.2,5.4,0.414,0.4,1.2,0.351,1.8,2.2,0.831,1.1,2.8,2.3,3.1,5.4,1.1,0.4,0.5,6.7
Rayshaun Hammonds,UGA,33,24.2,2.5,5.9,0.421,0.5,1.7,0.286,1.2,1.8,0.695,1.3,2.5,1.5,3.4,4.9,1.4,0.5,0.2,6.7
Jon Williams,RMU,33,31.6,2.2,5.5,0.39,1.8,4.1,0.433,0.6,0.8,0.75,2.5,2.7,0.2,2,2.2,3.5,0.6,0,6.7
"Victor Bailey, ",UO,36,16.6,2.2,5.4,0.418,0.9,2.4,0.364,1.3,1.5,0.87,0.8,1.2,0.6,1.1,1.7,0.9,0.4,0.1,6.7
Marcus Bartley,SIU,26,27.3,2.2,5.9,0.373,1.6,4.1,0.383,0.7,0.9,0.792,2.1,2.9,0,1.4,1.4,3.5,0.8,0.3,6.7
Devonte Campbell,ALB,31,30.9,2.2,5.3,0.409,0.2,1.6,0.14,2.1,2.7,0.776,1.2,1.8,1.4,2.3,3.7,1.7,0.5,0.6,6.7
Cameron Corcoran,UALR,31,16.7,2,4.9,0.417,1.5,3.5,0.426,1.1,1.5,0.778,0.9,0.6,0.1,0.5,0.6,0.9,0.3,0,6.7
Jordan Garnett,NKU,32,29.2,2.3,5,0.472,1.2,3,0.406,0.8,1.1,0.686,1.1,2.5,0.9,2.2,3.1,2,0.9,0.4,6.7
Pierfrancesco Oliva,SJU,31,27.5,2.3,4.7,0.493,0.6,1.9,0.328,1.4,2.8,0.5,2,2.7,1.1,5.7,6.8,3,0.8,0.7,6.6
Darius Thompson,UTM,31,23.8,2.1,5.4,0.383,0.8,2.5,0.312,1.7,2.1,0.844,1.3,2.2,0.2,1.9,2.1,1.5,1,0.5,6.6
David Syfax,MSU,28,19.8,2.4,6.1,0.398,0.4,1.3,0.333,1.4,2.1,0.633,1.1,2.9,1.4,2.9,4.4,0.7,0.5,0.7,6.6
Emanual Shepherd,SUBR,33,24.8,2.7,5.8,0.466,0,0.1,0.333,1.2,2.1,0.551,1.3,2.4,1.9,3.5,5.4,1.2,0.7,0.7,6.6
Khadeem Lattin,OU,32,20.1,2.6,4.4,0.593,0,0,0,1.4,1.9,0.754,0.7,2.7,1.8,4,5.9,0.5,1.1,1.9,6.6
Zach Haney,BSU,32,22.5,2.9,5.6,0.514,0.1,0.7,0.182,0.8,1.5,0.49,1.2,2.9,2.3,3.2,5.5,0.7,0.4,0.7,6.6
Jaylen Benton,YSU,32,15.7,2.4,5.8,0.414,1.1,2.8,0.4,0.7,1.1,0.611,1.4,2.1,0.6,1.1,1.7,2,1.1,0.1,6.6
Cody Benzel,EWU,34,20.2,2.1,5.2,0.395,2,4.7,0.416,0.5,0.6,0.947,0.4,1.4,0.1,1,1.2,0.5,0.6,0.1,6.6
Malek Green,MSU,28,23.5,2.6,5.4,0.487,0.1,0.5,0.308,1.2,1.9,0.611,1,2.4,1.6,3.6,5.2,0.4,0.4,0.6,6.6
Jagan Mosely,GU,30,23.2,2.3,4.8,0.486,0.5,1.2,0.389,1.5,2.2,0.677,2,1.8,0.3,2.5,2.8,2.9,0.8,0.2,6.6
Oliver Black,UALR,32,27.7,2.6,5.1,0.5,0,0,0,1.5,2.8,0.534,1.5,2.8,2.4,4.4,6.8,1.1,0.3,0.7,6.6
Charles Wilson-Fisher,HU,34,16.5,2.8,5,0.556,0,0.3,0.111,1,1.5,0.686,1.2,2.9,1.8,3.4,5.2,0.5,0.3,0.9,6.6
Corey Brown,NAU,29,16.6,2.6,4.3,0.603,0,0,0,1.3,2.4,0.557,1.1,2.6,1.2,2.2,3.4,0.3,0.7,0.3,6.6
Devin Haygood,YSU,31,19.6,2.9,5.4,0.542,0,0,0,0.8,1.5,0.522,1.6,3.5,1.9,2.5,4.5,0.6,0.4,1.2,6.6
Chauncey Hawkins,SFC,31,19.4,2,5.8,0.35,0.7,2.4,0.28,1.8,2.5,0.74,1.5,2.1,0.3,1.1,1.4,1.5,0.7,0.2,6.6
Payten Ricks,ACU,26,22.5,2,5.3,0.387,1,2.7,0.391,1.5,2,0.745,1.3,1.7,0.3,1.5,1.8,1.7,0.8,0,6.6
Juwan McCloud,UNI,26,25.9,2.6,7.3,0.354,0.7,2.7,0.254,0.7,1.3,0.543,1.7,1.7,0.2,1.5,1.7,2.4,1.3,0.1,6.6
Tomas Murphy,NU,33,16.2,2.7,4.7,0.568,0.1,0.5,0.25,1.1,1.5,0.755,0.9,2.2,1.2,1.2,2.4,0.8,0.1,0.1,6.6
Payton Hulsey,FAU,28,25.9,2.2,6.4,0.354,0.2,0.9,0.269,1.8,2.7,0.671,2.6,2.5,1,3.5,4.5,3.4,1.5,0,6.6
Jelani Pruitt,CSU,30,15.6,2.6,6.1,0.426,0.2,0.8,0.292,1.1,2.1,0.531,1.6,1.7,1.4,2.4,3.9,0.8,0.5,0.1,6.6
Terrence Samuel,USF,32,28.4,1.9,4.8,0.392,0.4,1,0.406,2.4,3,0.802,2.2,1.6,0.6,3.5,4.1,2.9,1.1,0,6.6
Kevin Johnson,NSU,32,30.1,2.4,6.2,0.392,0.8,2.7,0.299,0.9,1.2,0.737,1.2,2.1,0.8,2,2.8,2.6,1.9,0,6.6
Zafir Williams,LMU,31,17.4,2.7,5.2,0.531,0.3,0.4,0.667,0.8,1.1,0.758,1,3,1.6,1.9,3.5,0.7,0.4,0.3,6.5
Anthony Green,NU,33,17,2.9,4.1,0.716,0,0,0,0.7,1.8,0.4,1.4,2.1,1.6,2.2,3.8,0.8,0.2,0.6,6.5
Justin Benton,SIUE,26,28.8,2.3,5.2,0.449,1,2,0.481,0.9,1.3,0.676,1.6,2.3,0.5,1.6,2.1,2.7,0.6,0,6.5
Obadiah Noel,UML,30,18.4,1.9,4.8,0.4,0.6,1.6,0.375,2.1,3,0.681,1.1,2.2,0.9,1.6,2.5,1.1,0.6,0.4,6.5
Davonta Jordan,UB,36,25.2,2.8,5.9,0.469,0.5,1.8,0.297,0.5,1,0.486,2.3,2.9,0.4,2.5,2.9,4,1.1,0.4,6.5
Vernon Lowndes ,UM,29,16.1,2.3,4.9,0.479,0.5,1.7,0.312,1.3,1.9,0.679,1.8,1.7,0.7,2.6,3.3,0.6,0.8,0.2,6.5
Mack Mercer,BEL,30,15.4,2.5,4.6,0.543,0.3,1.2,0.27,1.2,1.6,0.729,1.2,2.9,0.9,2,2.9,0.7,0.4,0.5,6.5
Bryce Barnes,UWM,32,20.8,2.2,6.1,0.362,0.6,2.2,0.286,1.4,2.1,0.676,1.4,2,0.3,1.9,2.2,1.8,0.9,0.1,6.5
Joe Mooney,UCD,28,18.7,2.3,5.6,0.417,1.4,3.6,0.376,0.5,0.8,0.636,0.9,1.5,0.3,1.3,1.6,0.9,0.8,0,6.5
Corey Johnson,HAR,31,28.6,2.2,6,0.362,1.7,5.2,0.331,0.5,0.5,0.875,0.7,2.2,0.2,2.6,2.9,1.3,0.5,0.1,6.5
Jabbar Singleton,SELU,29,27.8,2,5,0.407,1.4,3.4,0.404,1,1.5,0.682,1.3,1.6,0.2,1.3,1.5,2.3,0.9,0,6.5
Marcellus Garrick,POLY,27,16.7,2.3,5.5,0.412,1,2.7,0.384,0.9,1.2,0.758,0.6,1.2,0.6,1,1.6,0.4,0.3,0.1,6.5
Zach Coleman,LIU,32,22.7,2.4,5.8,0.411,0.8,2.7,0.282,1,1.7,0.564,1.7,2.8,2.1,4.3,6.4,0.9,0.6,1,6.5
Zachary Simmons,UNT,37,20.6,2.8,4.2,0.658,0,0,0,0.9,1.7,0.565,0.9,3.5,2.1,3,5.2,0.4,0.4,0.6,6.5
Jacoby Armstrong,UNH,29,20.1,2.4,5,0.473,0.3,1.2,0.257,1.4,1.9,0.727,1.1,3.2,1.6,2.6,4.1,1.2,0.3,0.3,6.4
Dane Kuiper,UNM,34,22.2,2,5.6,0.359,1.2,3.8,0.31,1.2,1.4,0.837,0.8,2.1,0.4,2.8,3.2,1.5,0.9,0.2,6.4
Adam Traore,CSU,25,22,1.9,5.3,0.356,0.3,1.3,0.212,2.4,3,0.789,2.1,3.4,1.3,4.3,5.6,1.2,0.3,0.2,6.4
Xavian Stapleton,MSU,32,19.7,2.4,6.1,0.388,1,3,0.337,0.7,0.9,0.759,0.9,2.5,0.6,1.9,2.6,0.5,0.7,0.4,6.4
Keenan Simmons,SIUE,30,25.1,2.8,4.7,0.592,0,0.1,0.333,0.8,1.3,0.632,0.9,3.2,2.3,3,5.2,0.3,0.1,1,6.4
Jordan Jones,KENN,30,22,2.7,5,0.547,0,0,0,1,1.5,0.644,0.9,2.5,1,3.7,4.8,1.1,0.7,0.3,6.4
Desure Buie,HOF,30,22.3,2.2,5.1,0.434,0.7,2.1,0.349,1.3,1.6,0.812,1.5,1.7,0.2,1.3,1.5,3.3,0.7,0,6.4
Shawndale Jones,NJIT,30,16.2,2.4,5.5,0.428,0.7,1.8,0.37,1,1.4,0.738,0.8,1,0.7,1.9,2.7,1,0.5,0.1,6.4
Caleb Daniels,TU,30,18.3,2,4.7,0.429,0.7,1.8,0.396,1.7,2.2,0.8,1.2,2.7,0.7,1.5,2.2,1.5,0.2,0.3,6.4
Michal Cekovsky,UMD,28,16.9,2.7,4,0.67,0,0,0,1.1,1.7,0.638,1,2.4,1.1,2,3,0.4,0.2,1,6.4
Devin Liggeons,WC,33,21.7,2.2,5.1,0.443,0.6,2.1,0.304,1.3,1.8,0.741,1.2,2.4,1.5,3.1,4.6,0.9,0.5,0.5,6.4
Malik Martin,USF,32,23.2,2.7,4.6,0.582,0.3,0.6,0.474,0.8,1.4,0.565,1.4,1.6,1.4,3.3,4.7,0.5,0.5,0.9,6.4
Julian Daughtry,JSU,32,25.2,2,5.5,0.369,1,2.6,0.369,1.4,1.9,0.71,1,2,0.8,1.3,2.1,1.2,0.9,0.1,6.4
Everett Duncan,UVM,35,28.3,2,4.1,0.497,1.5,3.1,0.472,0.9,1,0.861,0.4,1.9,0.9,3.4,4.2,0.5,0.3,0.1,6.4
Kyle Foster,HU,33,18,1.9,6.2,0.304,1.6,5.2,0.31,1,1.6,0.654,1.2,1.9,0.2,1.7,1.8,0.8,0.5,0.2,6.4
Kenny Wooten,UO,36,19.8,2.7,3.9,0.681,0,0,0,1.1,1.8,0.594,0.9,2.7,1.3,3.2,4.5,0.3,0.6,2.6,6.4
Arkadiy Mkrtychyan,U of I,26,17.7,2.4,4.9,0.496,0,0.3,0.125,1.5,2.2,0.696,1.4,2.5,1.1,2.5,3.6,1,0.3,0.1,6.4
Steffon Mitchell,BC,34,33.2,2.1,5.1,0.417,0.6,2.4,0.275,1.4,2.8,0.521,1.1,1.9,2.9,5.3,8.3,2.1,1.1,1,6.4
Sir Washington,EWU,34,23,2.2,5.9,0.375,0.6,2.1,0.296,1.4,2.2,0.613,1.1,2.2,0.5,2.4,2.9,1.6,0.7,0.1,6.4
Darnell Dunn,PU,32,16.3,2.1,4.9,0.429,0.1,0.5,0.125,2.1,2.7,0.791,1.2,1.2,1.2,1.4,2.6,0.6,0.3,0.2,6.4
Tahirou Diabate,UP,30,19.8,2.7,4.7,0.563,0,0.1,0.25,1,1.9,0.526,1.1,2.4,1.4,2.7,4.2,0.1,0.6,0.8,6.4
Najja Hunter,RU,30,17.6,2.4,5.5,0.433,0.4,1.4,0.31,1.2,2,0.6,1.6,1.3,1.2,1.9,3.1,1.1,0.6,0.3,6.4
A.J. Sumbry,WC,33,19.4,2.2,4.8,0.459,0,0,0,2,3.6,0.555,1.5,3.4,2.7,3.8,6.5,0.5,0.4,1.8,6.4
Evan Taylor,UNL,33,25.8,2.1,4.8,0.428,0.5,1.1,0.444,1.8,2.5,0.716,1.2,2,0.8,2.6,3.4,2.2,1,0.5,6.4
Jeffrey Altidort,BCU,25,25.8,2.1,5.2,0.403,0.8,2.4,0.328,1.4,2,0.714,1.6,2.8,0.1,2.2,2.4,2.4,0.8,0.3,6.4
Ty Jones,CSU,31,19,2.5,5,0.51,0.1,0.4,0.182,1.2,1.6,0.755,1.6,1.9,0.8,1.7,2.5,0.9,0.5,0.2,6.4
Alexis Dargenton,USU,29,18,2,3.7,0.546,0,0.1,0.25,2.2,3.3,0.67,1.5,2.1,1.2,2,3.2,1,0.4,0.5,6.3
Ramone Snowden,JMU,32,29,2.1,4.8,0.434,1,2.4,0.403,1.2,2.2,0.563,1.7,3.3,0.9,2.9,3.9,2.6,1.3,0.3,6.3
"Travis Fields, ",RU,35,20.3,2.3,5.9,0.393,0.9,2.5,0.356,0.8,1.1,0.784,1.4,1.3,0.4,1.7,2.1,2.2,0.9,0.1,6.3
Maxime Boursiquot,NU,33,19.6,2.6,5.1,0.518,0.4,1.2,0.325,0.7,1,0.688,1.4,2.6,1.1,2.8,3.8,1.3,0.8,0.2,6.3
Brandon Averette,OSU,36,19.9,2.4,5.9,0.41,0.3,1,0.27,1.2,1.6,0.746,1.4,1.5,0.2,1.6,1.8,2.9,0.6,0,6.3
Devon Begley,NU,33,21.3,2,5.6,0.36,0.9,3,0.3,1.4,2,0.692,1.3,1.5,0.7,2.4,3.1,1.5,0.9,0.2,6.3
Darius Austin,JSU,30,21.9,2.3,6.2,0.374,0.8,2.2,0.358,0.9,1.7,0.51,1.7,2.2,1.2,2.5,3.8,1.2,0.9,0.2,6.3
Michael Douglas,FIU,31,21.9,2.1,5.5,0.372,1,2.7,0.365,1.2,1.8,0.649,0.6,2.2,0.9,2.5,3.4,0.3,0.7,0.1,6.3
Patrick Benzan,HC,28,27.3,2,5,0.41,0.2,1,0.185,2.1,2.6,0.795,1.2,1.9,0.5,2.8,3.3,2.1,1.1,0,6.3
Ed Jones,ASU,28,20.4,2.6,6.2,0.417,0.3,1.4,0.231,0.8,1.1,0.733,1,2.5,1.4,2,3.3,0.2,0.4,0.9,6.3
Frankie Johnson,CIT,32,27,2.1,5.3,0.392,0.7,2.2,0.319,1.4,2.1,0.682,2.3,2.3,1,2.3,3.2,4.3,1.8,0.1,6.3
Bryce Fowler,CSUS,32,27.6,2.6,5,0.528,0.5,1.2,0.4,0.6,1,0.581,1.6,1.9,1.1,2.8,3.9,2,0.7,0.4,6.3
Larry Owens,NSU,29,16.9,2.6,5.3,0.484,0,0,0,1.1,2.3,0.485,1.6,1.4,1,3,4.1,0.3,0.4,0.6,6.3
Chad Andrews-Fulton,CSU,30,20.6,2.2,4.8,0.455,0,0.1,0,1.9,3,0.64,1.6,3.2,2,2.8,4.8,0.8,0.7,0.4,6.3
Jonathan Wilkins,NMSU,34,17.7,2.7,5,0.544,0.4,1.1,0.385,0.4,0.7,0.52,0.9,2.3,1.4,1.5,2.9,1.3,0.1,0.6,6.3
Ty Gibson,EWU,35,26.1,2.1,5.3,0.391,1.7,4.7,0.372,0.4,0.6,0.75,0.7,1.4,0.3,1.8,2.2,1.2,0.6,0,6.3
David Jean-Baptiste,UTC,33,27,2.3,6,0.379,1.1,3.5,0.307,0.7,0.9,0.71,1.2,1.5,0.7,1.4,2.1,1.9,0.8,0.1,6.3
Nathan Hawkins,UTA,33,28.6,2.4,6.6,0.365,0.8,3.2,0.267,0.6,1.1,0.528,1.8,2.8,0.4,2.2,2.6,2.1,1.2,0.1,6.3
Storm Murphy,WC,34,27.4,2.1,4.7,0.438,1.2,3.1,0.383,0.9,1.1,0.842,1.7,1.3,0.2,2,2.2,4,0.9,0,6.3
Mladen Armus,ETSU,34,18.1,2.5,3.9,0.627,0,0,0,1.3,2.1,0.616,1.4,2,2.5,3,5.5,0.5,0.6,0.4,6.3
Brandon Key,SDSU,34,18.6,2.1,4.6,0.459,0.4,1.2,0.317,1.6,2.4,0.691,1.6,1,0.3,1.2,1.5,3.3,0.6,0,6.3
Ryan Manning,AF,28,15.9,2.1,5.4,0.382,1.1,3.5,0.303,1,1.4,0.763,0.9,1.2,0.9,2.1,3,0.5,0.4,0.2,6.2
Juhwan Harris-Dyson,Cal,30,19.4,2.3,4.7,0.493,0,0.4,0,1.6,2.7,0.573,1.8,2.4,1.5,1.9,3.4,1,1.1,0.2,6.2
Jacob Young,UT,30,16.8,2.4,5.7,0.413,1,3.1,0.323,0.5,0.7,0.682,0.6,1,0.2,1.5,1.7,0.7,0.7,0,6.2
Oscar da Silva,SU,35,24.1,2.2,4.3,0.517,0.8,1.5,0.558,1,1.6,0.636,1.5,2.7,1.5,3.1,4.7,1.1,0.4,0.9,6.2
Jerome Desrosiers,PRIN,27,15.4,2.1,4.7,0.444,1.4,3.3,0.416,0.7,0.9,0.76,0.7,1,0.8,1.9,2.7,1,0.2,0,6.2
JaShaun Smith,LONG,33,24.2,2.2,5.3,0.411,0.8,2.4,0.359,1,1.7,0.589,1.2,1.5,0.7,1.2,1.9,0.3,0.7,0.6,6.2
Bam Bowman,MU,34,15.2,2.2,5,0.447,0.6,1.9,0.288,1.2,1.5,0.769,0.9,2,1.1,2.3,3.5,0.3,0.3,0.3,6.2
Jordan Andrews,USA,30,16.1,1.7,6.4,0.267,1.3,4.9,0.26,1.5,1.7,0.885,1.1,1.5,0.1,1.5,1.6,0.9,0.5,0.1,6.2
"Reggie Theus, ",CSUN,30,23.1,2.7,6.6,0.411,0.2,0.3,0.5,0.6,1.3,0.487,1,2.5,1.1,1.1,2.2,0.6,0.4,0.3,6.2
Isaiah Brown,UNI,32,25.5,2.2,6.2,0.36,1,3.2,0.324,0.7,1,0.697,1.6,2,0.3,2.7,3,1.6,0.8,0.4,6.2
Elijah Jordan,UNH,28,23.4,2.2,6,0.365,1.1,3,0.373,0.7,1.1,0.667,2,1.9,0.4,1.8,2.2,3.1,0.4,0,6.2
Elijah Gonzales,SPC,29,23.1,2.3,5.6,0.422,0.9,2.4,0.362,0.6,1.1,0.562,1.9,1.7,0.2,2,2.2,3,1.6,0,6.2
Paul Rowley,W&M,30,19.5,2.1,4.8,0.438,1.6,3.6,0.44,0.4,0.6,0.579,0.9,2.7,0.3,2.1,2.4,1,0.4,0.7,6.2
Tanner Morgan,UNC,38,24,2.5,5.1,0.482,0.1,0.6,0.238,1.1,1.7,0.621,1.3,3.3,1.5,4.3,5.8,0.6,0.4,0.7,6.2
Saul Phiri,LU,32,30.5,1.8,5.7,0.324,1.1,3.9,0.288,1.3,1.7,0.782,1,2.4,1,3.8,4.8,1.5,1.1,0.6,6.2
Edon Maxhuni,LBSU,33,17.3,2.1,5.4,0.385,1,2.7,0.386,0.9,1,0.939,1.7,1.4,0.3,1.4,1.7,1,0.4,0,6.2
Yalen Reed,ASU,28,21,2.3,4.6,0.508,0.2,0.8,0.227,1.3,2.1,0.627,1.1,2.8,1.6,3.2,4.8,1,0.2,1,6.1
Milos Supica,CHAR,28,20.3,2.5,5.1,0.497,0,0,0,1.1,2.2,0.492,1.3,1.7,2.2,2.7,4.9,0.4,0.3,0.4,6.1
Jahir Cabeza,SST,30,16.9,2.3,4.9,0.459,0.9,2.6,0.329,0.7,1.2,0.629,0.8,2,1.1,2,3,0.8,0.7,0.9,6.1
Cyril Langevine,URI,31,18.1,2.4,3.7,0.64,0,0,0,1.4,2.8,0.506,1,2.9,2.4,3.4,5.8,0.3,0.4,1.2,6.1
Abrian Edwards,SHSU,32,21.4,2.2,4.3,0.504,0.2,0.7,0.304,1.5,2.2,0.681,1.7,1.9,1.2,2.5,3.7,2.3,0.7,0.1,6.1
Tyler Bey,CU,32,19.7,2.3,4.5,0.503,0,0.2,0,1.6,2.3,0.685,1.2,2.6,1.5,3.6,5.1,0.5,0.6,0.7,6.1
Gavin Skelly,NU,32,21.8,2.1,4.7,0.44,0.8,1.8,0.414,1.2,1.8,0.714,1.4,2.7,1.1,2.9,4,1,0.8,0.5,6.1
Marquis Eaton,ASU,32,20,2.2,5.5,0.392,0.4,1.5,0.277,1.4,1.7,0.833,1.6,1.6,0.3,1.2,1.6,2.2,0.8,0.2,6.1
Cameron Jones,SPC,32,22.6,2,5.6,0.361,1.2,3.4,0.349,0.9,1.2,0.757,1.4,2.5,0.5,2.1,2.6,1.4,0.9,0.1,6.1
Tanner Johnson,BU,24,16,2,5.8,0.353,1.8,5.3,0.346,0.2,0.3,0.714,0.5,1.1,0.3,1.4,1.7,0.6,0.1,0,6.1
Aaron Hines,SLU,33,22.6,2.1,6.5,0.319,1,3.2,0.302,1,1.5,0.64,1.4,1.9,0.1,1.5,1.6,1.6,0.8,0,6.1
Christian Musoko,SUU,29,16.2,2.4,4.3,0.573,0,0,0,1.2,2.1,0.574,1,3.3,1.2,2.9,4.1,0.4,0.2,0.6,6.1
Ryan McMahon,U of L,29,15.6,1.9,4.4,0.422,1.4,3.6,0.408,0.9,1.1,0.844,1,1.7,0.2,0.9,1.1,1.5,0.9,0.1,6.1
Dimitrije Spasojevic,ECU,30,23.9,2.7,4.8,0.566,0,0,0,0.6,1.5,0.413,1.6,2.2,1.4,2.7,4,0.7,0.3,0.4,6.1
Spencer Haldeman,UNI,31,17.7,1.8,4.5,0.406,1.4,3.4,0.413,1.1,1.5,0.708,0.9,1.5,0.1,1.3,1.4,1.1,0.5,0,6.1
Davion Mintz,CU,33,21.1,1.8,4.6,0.404,0.6,1.6,0.352,1.8,2.5,0.732,1.1,1.3,0.2,2.9,3.2,3.1,0.4,0.1,6.1
Wes VanBeck,U of H,29,16.8,1.8,4.3,0.416,1.2,3.2,0.376,1.3,1.7,0.771,1.1,1.9,1,1.8,2.8,1.1,0.5,0.1,6.1
Marcus Merriweather,AAMU,29,16.9,1.8,5,0.363,0.9,2.9,0.325,1.5,1.6,0.915,1.2,1.4,0.2,1,1.2,1,0.2,0,6.1
Anthony Adger,FAU,31,20.1,2.1,6.4,0.333,0.2,1.7,0.113,1.6,2,0.82,1.7,1.4,0.3,1.6,1.9,2.3,0.6,0,6.1
DeAndre Jones,UCA,35,28.1,1.9,4.5,0.429,1,2.7,0.383,1.2,1.4,0.84,2.3,2.5,0.5,3.3,3.8,4.5,1.7,0.2,6.1
Nate Renfro,USF,39,23.3,2.4,4.9,0.495,0.5,1.9,0.243,0.8,1.8,0.417,1.4,2.9,1.4,3.8,5.3,1.5,0.6,1.1,6.1
Matija Milin,FU,26,17,2.4,5,0.485,0.5,1.7,0.311,0.7,1.1,0.586,1,1.8,1.3,2.8,4.2,1.1,0.3,0.1,6
Carson Warren-Newsome,UWM,27,16,2,5.5,0.365,0.9,3.1,0.277,1.2,1.5,0.78,0.8,1.1,0.4,1.5,1.9,0.7,0.7,0.1,6
Tucker Blackwell,USMA,29,17,2,5.1,0.399,1.1,2.8,0.402,0.8,1.3,0.632,0.9,1.7,0.3,1.2,1.5,1.1,0.8,0.1,6
Tobi Ewuosho,ASU,30,22,2.1,5.1,0.418,0.3,0.8,0.375,1.5,2.5,0.587,1.6,2.6,1.3,3,4.3,1.4,0.9,0.2,6
Matt Pile,UNO,31,17.1,2.7,4.1,0.648,0,0,0,0.7,1.9,0.35,1.1,2.2,1.5,2.7,4.2,0.8,0.3,1,6
Devontae Shuler,UM,32,18.8,2.3,6.6,0.352,0.9,3.6,0.259,0.5,0.6,0.75,0.8,1,0.8,1.9,2.7,1.1,1,0.1,6
Diogo Brito,USU,34,24.6,2.2,4.9,0.461,0.6,2.1,0.3,0.9,1.6,0.604,1.6,1.6,0.6,2.9,3.5,2,0.8,0.1,6
Matt McQuaid,MSU,35,20.5,1.9,4.7,0.406,1.5,3.8,0.391,0.7,0.8,0.862,0.7,1.7,0.7,1.2,1.9,1.3,0.3,0.1,6
Jahshire Hardnett,BYU,35,27,2.1,4.7,0.457,0.4,1.3,0.326,1.3,1.6,0.807,1.7,2.6,0.3,2.4,2.7,2,0.7,0.1,6
William Tinsley,ISU,33,26.4,2.2,6,0.362,1.4,4.5,0.318,0.2,0.4,0.5,0.8,2.2,0.8,4.6,5.4,0.9,0.6,1.1,6
